token,pos,count
경제,NNG,12
물가,NNG,5
자료,NNG,5
금리,NNG,4
유지,NNG,4
세계,NNG,4
GDP,NNG,4
전기비,NNG,4
지속,NNG,4
한국은행,NNG,4
통화정책,NNG,4
건설,NNG,3
제외,NNG,3
정책,NNG,3
전년,NNG,3
수출,NNG,3
기준금리,NNG,3
방향,NNG,3
대비,NNG,3
지역,NNG,3
경기,NNG,3
기준,NNG,3
금융시장,NNG,3
소비자,NNG,3
성장률,NNG,3
영향,NNG,3
위험요인,NNG,3
투자,NNG,3
보였,VV,2
배경,NNG,2
부문,NNG,2
완만,NNG,2
월비,NNG,2
유럽,NNG,2
인플레이션,NNG,2
안정,NNG,2
실물,NNG,2
예상,NNG,2
민간,NNG,2
둔화,NNG,2
동기,NNG,2
미국,NNG,2
리스크,NNG,2
지표,NNG,2
하락,NNG,2
운용,NNG,2
신흥시장국,NNG,2
유로지역,NNG,2
증가세,NNG,2
회복,NNG,2
행정,NNG,2
지정학,NNG,2
지방,NNG,2
전세가격,NNG,2
중동,NNP,2
생산,NNG,2
상승률,NNG,2
상존,NNG,2
상승세,NNG,2
수도권,NNG,2
소비,NNG,2
수준,NNG,2
성장세,NNG,2
공공,NNG,2
국가,NNG,2
IMF,SL,2
Bloomberg,SL,2
or,SL,2
kr,SL,2
bok,SL,2
Tel,SL,2
금융통화위원회,NNG,2
기대심리,NNG,2
기말,NNG,2
국내,NNG,2
가하,VV,1
가운데,NNG,1
가격변수,NNG,1
가격,NNG,1
KOSPI,NNG,1
bp,SL,1
Outlook,SL,1
World,SL,1
CDS,NNG,1
CD,NNG,1
Fax,SL,1
Economic,SL,1
분기,NNG,1
부진,NNG,1
보이,VV,1
보육료,NNG,1
보도자료,NNG,1
무상급식,NNG,1
목표,NNG,1
바랍니다,VV,1
문제,NNG,1
달러,NNG,1
동월,NNG,1
등락,NNG,1
매매,NNG,1
면밀,NNG,1
모두,MAG,1
모습,NNG,1
낮추,VV,1
농산물,NNG,1
노력,NNG,1
다음,NNG,1
계속,MAG,1
고용,NNG,1
결정시,NNG,1
국민은행,NNP,1
금융경제,NNG,1
근원,NNG,1
국제,NNG,1
국방,NNG,1
국내외,NNG,1
기간,NNG,1
기성액,NNG,1
기자간담회,NNG,1
개선,NNG,1
견실,NNG,1
개인서비스,NNP,1
결정,NNG,1
공보,NNG,1
공보실,NNP,1
관련,NNG,1
국고채,NNG,1
http,SL,1
leeshng,SL,1
mail,SL,1
www,SL,1
선진국,NNG,1
에너지,NNG,1
서비스업,NNG,1
석유,NNG,1
식료품,NNG,1
시장,NNG,1
시계,NNG,1
스페인,NNG,1
수치,NNG,1
수록,NNG,1
소매,NNG,1
불안요인,NNG,1
상승,NNG,1
상황,NNG,1
설비,NNG,1
설비투자지수,NNG,1
성장,NNG,1
사회보장,NNG,1
붙임,NNG,1
비연,NNG,1
장기,NNG,1
잠재,NNG,1
일평균,NNG,1
일부,NNG,1
인플레이션율,NNG,1
일본,NNG,1
이탈리아,NNG,1
인터넷,NNG,1
이상,NNG,1
위험,NNG,1
약화,NNG,1
아파트,NNG,1
완화,NNG,1
오름세,NNG,1
원달러환율,NNG,1
월평균,NNG,1
아일랜드,NNG,1
역전,NNG,1
점차,MAG,1
정부,NNG,1
점검,NNG,1
주가,NNG,1
주택,NNG,1
주요국,NNG,1
조짐,NNG,1
제조업,NNG,1
전월,NNG,1
전년동기비,NNG,1
전세계,NNG,1
장단기,NNG,1
전기,NNG,1
장기추세,NNG,1
지수,NNG,1
중심,NNG,1
중심선,NNG,1
증감,NNG,1
주택매매가격,NNG,1
주택시장,NNG,1
중국,NNG,1
중기,NNG,1
추세,NNG,1
총괄팀,NNP,1
취급,NNG,1
취업자수,NNG,1
참조,NNG,1
채무,NNG,1
지원,NNG,1
차장,NNP,1
판매,NNG,1
통화정책국,NNP,1
취업자수증감,NNG,1
통관,NNG,1
프리미엄,NNG,1
하락세,NNG,1
포시,NNG,1
포르투갈,NNG,1
해외,NNG,1
하방,NNG,1
현상,NNG,1
향후,MAG,1
확대,NNG,1
환율,NNG,1
활동,NNG,1
회복세,NNG,1
